id,title,jenis,nomor,tahun,status,dicabut_oleh
D0299,"Peraturan Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Nomor 16 Tahun 2016,""PERATURAN MENTERI",PERATURAN MENTERI,16,2016,Berlaku,
D0300,"Peraturan Menteri Koperasi dan UKM Nomor 11/PER/M.KUKM/IX/2016 Tahun 2016,""PERATURAN MENTERI",PERATURAN MENTERI,11/PER/M.KUKM/IX/2016,2016,Berlaku,
D0301,"Peraturan Menteri Pekerjaan Umum dan Perumahan Rakyat Nomor 23/PRT/M/2016 Tahun 2016,""PERATURAN MENTERI",PERATURAN MENTERI,23/PRT/M/2016,2016,Berlaku,
D0302,"Peraturan Menteri Sosial Nomor 11 Tahun 2016,""PERATURAN MENTERI",PERATURAN MENTERI,11,2016,Berlaku,
D0303,"Peraturan Arsip Nasional Nomor 3 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,3,2016,Berlaku,
D0304,"Peraturan Arsip Nasional Nomor 4 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,4,2016,Berlaku,
D0305,"Peraturan Badan Narkotika Nasional Nomor 5 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,5,2016,Berlaku,
D0306,"Peraturan Badan Narkotika Nasional Nomor 02 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,02,2016,Berlaku,
D0307,"Peraturan Arsip Nasional Nomor 5 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,5,2016,Berlaku,
D0308,"Peraturan Arsip Nasional Nomor 6 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,6,2016,Berlaku,
D0309,"Peraturan Arsip Nasional Nomor 7 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,7,2016,Berlaku,
D0310,"Peraturan Arsip Nasional Nomor 8 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,8,2016,Berlaku,
D0311,"Peraturan Arsip Nasional Nomor 9 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,9,2016,Berlaku,
D0312,"Peraturan Arsip Nasional Nomor 10 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,10,2016,Berlaku,
D0313,"Peraturan Arsip Nasional Nomor 2 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,2,2016,Berlaku,
D0314,"Peraturan Arsip Nasional Nomor 11 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,11,2016,Berlaku,
D0315,"Peraturan Arsip Nasional Nomor 12 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,12,2016,Berlaku,
D0316,"Peraturan Arsip Nasional Nomor 13 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,13,2016,Berlaku,
D0317,"Peraturan Arsip Nasional Nomor 14 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,14,2016,Berlaku,
D0318,"Peraturan Arsip Nasional Nomor 15 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,15,2016,Berlaku,
D0319,"Peraturan Arsip Nasional Nomor 16 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,16,2016,Berlaku,
D0320,"Peraturan Arsip Nasional Nomor 17 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,17,2016,Berlaku,
D0321,"Peraturan Arsip Nasional Nomor 18 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,18,2016,Berlaku,
D0322,"Peraturan Arsip Nasional Nomor 19 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,19,2016,Berlaku,
D0323,"Peraturan Arsip Nasional Nomor 20 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,20,2016,Berlaku,
D0324,"Peraturan Arsip Nasional Nomor 21 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,21,2016,Berlaku,
D0325,"Peraturan Arsip Nasional Nomor 22 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,22,2016,Berlaku,
D0326,"Peraturan Arsip Nasional Nomor 24 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,24,2016,Berlaku,
D0327,"Peraturan Komisi Pemberantasan Korupsi Nomor 03 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,03,2016,Berlaku,
D0328,"Peraturan Arsip Nasional Nomor 23 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,23,2016,Berlaku,
D0329,"Peraturan Arsip Nasional Nomor 33 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,33,2016,Berlaku,
D0330,"Peraturan Arsip Nasional Nomor 34 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,34,2016,Berlaku,
D0331,"Peraturan Komisi Pemilihan Umum Nomor 17 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,17,2016,Berlaku,
D0332,"Peraturan Arsip Nasional Nomor 35 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,35,2016,Berlaku,
D0333,"Peraturan Arsip Nasional Nomor 2 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,2,2016,Berlaku,
D0334,"Peraturan Arsip Nasional Nomor 37 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,37,2016,Berlaku,
D0335,"Peraturan Arsip Nasional Nomor 38 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,38,2016,Berlaku,
D0336,"Peraturan Komisi Pemberantasan Korupsi Nomor 09 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,09,2016,Berlaku,
D0337,"Peraturan Arsip Nasional Nomor 36 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,36,2016,Berlaku,
D0338,"Peraturan Arsip Nasional Nomor 26 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,26,2016,Berlaku,
D0339,"Peraturan Arsip Nasional Nomor 25 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,25,2016,Berlaku,
D0340,"Peraturan Arsip Nasional Nomor 27 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,27,2016,Berlaku,
D0341,"Peraturan Arsip Nasional Nomor 28 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,28,2016,Berlaku,
D0342,"Peraturan Arsip Nasional Nomor 29 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,29,2016,Berlaku,
D0343,"Peraturan Arsip Nasional Nomor 31 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,31,2016,Berlaku,
D0344,"Peraturan Arsip Nasional Nomor 30 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,30,2016,Berlaku,
D0345,"Peraturan Arsip Nasional Nomor 32 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,32,2016,Berlaku,
D0346,"Peraturan Arsip Nasional Nomor 1 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,1,2016,Berlaku,
D0347,"Peraturan Badan Kepegawaian Negara Nomor 24 Tahun 2016,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,24,2016,Berlaku,
D0348,"Peraturan Daerah Kota Bandung Nomor 3 Tahun 2016,""PERATURAN DAERAH",PERATURAN DAERAH,3,2016,Berlaku,
D0349,"Peraturan Menteri Koperasi dan UKM Nomor 03/PER/M.KUKM/III/2015 Tahun 2015,""PERATURAN MENTERI",PERATURAN MENTERI,03/PER/M.KUKM/III/2015,2015,Berlaku,
D0350,"Peraturan Menteri Perencanaan Pembangunan Nasional / Badan Perencanaan Pembangunan Nasional Nomor 5 Tahun 2015,""PERATURAN MENTERI",PERATURAN MENTERI,5,2015,Berlaku,
D0351,"Peraturan Menteri Perencanaan Pembangunan Nasional / Badan Perencanaan Pembangunan Nasional Nomor 6 Tahun 2015,""PERATURAN MENTERI",PERATURAN MENTERI,6,2015,Berlaku,
D0352,"Peraturan Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Nomor 13 Tahun 2015,""PERATURAN MENTERI",PERATURAN MENTERI,13,2015,Dicabut,Peraturan Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Nomor 24 Tahun 2018
D0353,"Peraturan Menteri Luar Negeri Nomor 4 Tahun 2015,""PERATURAN MENTERI",PERATURAN MENTERI,4,2015,Berlaku,
D0354,"Peraturan Menteri Komunikasi dan Informatika Nomor 23 Tahun 2015,""PERATURAN MENTERI",PERATURAN MENTERI,23,2015,Berlaku,
D0355,"Peraturan Menteri Luar Negeri Nomor 8 Tahun 2015,""PERATURAN MENTERI",PERATURAN MENTERI,8,2015,Dicabut,Peraturan Menteri Luar Negeri Nomor 12 Tahun 2022
D0356,"Peraturan Menteri Pemberdayaan Perempuan dan Perlindungan Anak Nomor 13 Tahun 2015,""PERATURAN MENTERI",PERATURAN MENTERI,13,2015,Dicabut,Peraturan Menteri Pemberdayaan Perempuan dan Perlindungan Anak Nomor 14 Tahun 2019
D0357,"Peraturan Arsip Nasional Nomor 14 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,14,2015,Berlaku,
D0358,"Peraturan Arsip Nasional Nomor 22 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,22,2015,Berlaku,
D0359,"Peraturan Arsip Nasional Nomor 23 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,23,2015,Berlaku,
D0360,"Peraturan Arsip Nasional Nomor 18 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,18,2015,Berlaku,
D0361,"Peraturan Perpustakaan Nasional Nomor 2 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,2,2015,Berlaku,
D0362,"Peraturan Arsip Nasional Nomor 5 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,5,2015,Berlaku,
D0363,"Peraturan Arsip Nasional Nomor 13 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,13,2015,Berlaku,
D0364,"Peraturan Arsip Nasional Nomor 2 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,2,2015,Berlaku,
D0365,"Peraturan Arsip Nasional Nomor 3 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,3,2015,Berlaku,
D0366,"Peraturan Arsip Nasional Nomor 6 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,6,2015,Berlaku,
D0367,"Peraturan Arsip Nasional Nomor 7 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,7,2015,Berlaku,
D0368,"Peraturan Arsip Nasional Nomor 8 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,8,2015,Berlaku,
D0369,"Peraturan Arsip Nasional Nomor 9 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,9,2015,Berlaku,
D0370,"Peraturan Arsip Nasional Nomor 10 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,10,2015,Berlaku,
D0371,"Peraturan Arsip Nasional Nomor 11 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,11,2015,Dicabut,Peraturan Lembaga Administrasi Negara Nomor 12 Tahun 2020
D0372,"Peraturan Arsip Nasional Nomor 4 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,4,2015,Berlaku,
D0373,"Peraturan Arsip Nasional Nomor 19 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,19,2015,Berlaku,
D0374,"Peraturan Arsip Nasional Nomor 20 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,20,2015,Berlaku,
D0375,"Peraturan Arsip Nasional Nomor 36 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,36,2015,Berlaku,
D0376,"Peraturan Badan Tenaga Nuklir Nasional Nomor 6 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,6,2015,Berlaku,
D0377,"Peraturan Arsip Nasional Nomor 12 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,12,2015,Berlaku,
D0378,"Peraturan Arsip Nasional Nomor 26 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,26,2015,Dicabut,Peraturan Arsip Nasional Nomor 22 Tahun 2016
D0379,"Peraturan Arsip Nasional Nomor 29 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,29,2015,Berlaku,
D0380,"Peraturan Arsip Nasional Nomor 17 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,17,2015,Berlaku,
D0381,"Peraturan Arsip Nasional Nomor 15 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,15,2015,Berlaku,
D0382,"Peraturan Badan Informasi Geospasial Nomor 3 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,3,2015,Berlaku,
D0383,"Peraturan Perpustakaan Nasional Nomor 4 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,4,2015,Berlaku,
D0384,"Peraturan Arsip Nasional Nomor 30 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,30,2015,Berlaku,
D0385,"Peraturan Arsip Nasional Nomor 31 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,31,2015,Berlaku,
D0386,"Peraturan Arsip Nasional Nomor 33 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,33,2015,Dicabut,Peraturan Arsip Nasional Nomor 9 Tahun 2022
D0387,"Peraturan Arsip Nasional Nomor 32 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,32,2015,Dicabut,Peraturan Arsip Nasional Nomor 10 Tahun 2018
D0388,"Peraturan Arsip Nasional Nomor 1 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,1,2015,Berlaku,
D0389,"Peraturan Arsip Nasional Nomor 16 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,16,2015,Berlaku,
D0390,"Peraturan Arsip Nasional Nomor 28 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,28,2015,Berlaku,
D0391,"Peraturan Arsip Nasional Nomor 24 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,24,2015,Berlaku,
D0392,"Peraturan Arsip Nasional Nomor 34 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,34,2015,Berlaku,
D0393,"Peraturan Arsip Nasional Nomor 35 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,35,2015,Dicabut,Peraturan Arsip Nasional Nomor 7 Tahun 2018
D0394,"Peraturan Arsip Nasional Nomor 26 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,26,2015,Dicabut,Peraturan Arsip Nasional Nomor 22 Tahun 2016
D0395,"Peraturan Arsip Nasional Nomor 27 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,27,2015,Dicabut,Peraturan Arsip Nasional Nomor 22 Tahun 2016
D0396,"Peraturan Arsip Nasional Nomor 39 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,39,2015,Berlaku,
D0397,"Peraturan Arsip Nasional Nomor 40 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,40,2015,Berlaku,
D0398,"Peraturan Arsip Nasional Nomor 41 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,41,2015,Berlaku,
D0399,"Peraturan Badan Pengawas Pemilihan Umum Nomor 16 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,16,2015,Berlaku,
D0400,"Peraturan Badan Nasional Penanggulangan Bencana Nomor 02 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,02,2015,Berlaku,
D0401,"Peraturan Arsip Nasional Nomor 25 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,25,2015,Berlaku,
D0402,"Peraturan Arsip Nasional Nomor 38 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,38,2015,Dicabut,Peraturan Arsip Nasional Nomor 6 Tahun 2019
D0403,"Peraturan Arsip Nasional Nomor 42 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,42,2015,Berlaku,
D0404,"Peraturan Lembaga Administrasi Negara Nomor 42 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,42,2015,Berlaku,
D0405,"Peraturan Arsip Nasional Nomor 46 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,46,2015,Berlaku,
D0406,"Peraturan Arsip Nasional Nomor 47 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,47,2015,Dicabut,Peraturan Arsip Nasional Nomor 8 Tahun 2022
D0407,"Peraturan Arsip Nasional Nomor 48 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,48,2015,Berlaku,
D0408,"Peraturan Arsip Nasional Nomor 49 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,49,2015,Berlaku,
D0409,"Peraturan Arsip Nasional Nomor 50 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,50,2015,Berlaku,
D0410,"Peraturan Arsip Nasional Nomor 51 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,51,2015,Berlaku,
D0411,"Peraturan Arsip Nasional Nomor 52 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,52,2015,Berlaku,
D0412,"Peraturan Badan Pengawasan Keuangan dan Pembangunan Nomor 18 Tahun 2015,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,18,2015,Berlaku,
D0413,"Peraturan Daerah Kota Tasikmalaya Nomor 5 Tahun 2015,""PERATURAN DAERAH",PERATURAN DAERAH,5,2015,Berlaku,
D0414,"Peraturan Daerah Kota Pangkal Pinang Nomor 3 Tahun 2015,""PERATURAN DAERAH",PERATURAN DAERAH,3,2015,Berlaku,
D0415,"Peraturan Daerah Kabupaten Indramayu Nomor 4 Tahun 2015,""PERATURAN DAERAH",PERATURAN DAERAH,4,2015,Berlaku,
D0416,"Peraturan Presiden Nomor 121 Tahun 2015,""PERATURAN PRESIDEN",PERATURAN PRESIDEN,121,2015,Berlaku,
D0417,"Peraturan Menteri Komunikasi dan Informatika Nomor 12 Tahun 2014,""PERATURAN MENTERI",PERATURAN MENTERI,12,2014,Berlaku,
D0418,"Peraturan Menteri Energi Dan Sumber Daya Mineral Nomor 13 Tahun 2014,""PERATURAN MENTERI",PERATURAN MENTERI,13,2014,Unknown,
D0419,"Peraturan Menteri Energi Dan Sumber Daya Mineral Nomor 14 Tahun 2014,""PERATURAN MENTERI",PERATURAN MENTERI,14,2014,Unknown,
D0420,"Peraturan Menteri Energi Dan Sumber Daya Mineral Nomor 15 Tahun 2014,""PERATURAN MENTERI",PERATURAN MENTERI,15,2014,Unknown,
D0421,"Peraturan Menteri Energi Dan Sumber Daya Mineral Nomor 16 Tahun 2014,""PERATURAN MENTERI",PERATURAN MENTERI,16,2014,Unknown,
D0422,"Peraturan Menteri Kehutanan Nomor P.45/MENHUT-II/2014 Tahun 2014,""PERATURAN MENTERI",PERATURAN MENTERI,P.45/MENHUT-II/2014,2014,Dicabut,Peraturan Menteri Lingkungan Hidup dan Kehutanan Nomor P.21/MENLHK/SETJEN/KUM.1/3/2017 Tahun 2017
D0423,"Peraturan Menteri Koordinator Bidang Kesejahteraan Rakyat Nomor 04 Tahun 2014,""PERATURAN MENTERI",PERATURAN MENTERI,04,2014,Berlaku,
D0424,"Peraturan Menteri Kelautan dan Perikanan Nomor 50/PERMEN-KP/2014 Tahun 2014,""PERATURAN MENTERI",PERATURAN MENTERI,50/PERMEN-KP/2014,2014,Berlaku,
D0425,"Peraturan Menteri Kelautan dan Perikanan Nomor 53/PERMEN-KP/2014 Tahun 2014,""PERATURAN MENTERI",PERATURAN MENTERI,53/PERMEN-KP/2014,2014,Berlaku,
D0426,"Peraturan Menteri Keuangan Nomor 276/PMK.01/2014 Tahun 2014,""PERATURAN MENTERI",PERATURAN MENTERI,276/PMK.01/2014,2014,Berlaku,
D0427,"Peraturan Menteri Koordinator Bidang Kesejahteraan Rakyat Nomor 5 Tahun 2014,""PERATURAN MENTERI",PERATURAN MENTERI,5,2014,Berlaku,
D0428,"Peraturan Menteri Koordinator Bidang Politik, Hukum, Dan Keamanan Nomor 15 Tahun 2014,""PERATURAN MENTERI",PERATURAN MENTERI,15,2014,Berlaku,
D0429,"Peraturan Menteri Koordinator Bidang Politik, Hukum, Dan Keamanan Nomor 16 Tahun 2014,""PERATURAN MENTERI",PERATURAN MENTERI,16,2014,Berlaku,
D0430,"Peraturan Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Nomor 21 Tahun 2014,""PERATURAN MENTERI",PERATURAN MENTERI,21,2014,Berlaku,
D0431,"Peraturan Menteri Perhubungan Nomor PM92 Tahun 2014,""PERATURAN MENTERI",PERATURAN MENTERI,PM92,2014,Berlaku,
D0432,"Peraturan Menteri Pertahanan Nomor 43 Tahun 2014,""PERATURAN MENTERI",PERATURAN MENTERI,43,2014,Berlaku,
D0433,"Peraturan Menteri Pemberdayaan Perempuan dan Perlindungan Anak Nomor 3 Tahun 2014,""PERATURAN MENTERI",PERATURAN MENTERI,3,2014,Dicabut,Peraturan Menteri Pemberdayaan Perempuan dan Perlindungan Anak Nomor 4 Tahun 2016
D0434,"Peraturan Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Nomor 48 Tahun 2014,""PERATURAN MENTERI",PERATURAN MENTERI,48,2014,Berlaku,
D0435,"Peraturan Menteri Perhubungan Nomor PM.92 Tahun 2014,""PERATURAN MENTERI",PERATURAN MENTERI,PM.92,2014,Berlaku,
D0436,"Peraturan Komisi Pemilihan Umum Nomor 11 Tahun 2014,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,11,2014,Berlaku,
D0437,"Peraturan Lembaga Ilmu Pengetahuan Indonesia Nomor 06 Tahun 2014,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,06,2014,Berlaku,
D0438,"Peraturan Badan Nasional Penanggulangan Bencana Nomor 1 Tahun 2014,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,1,2014,Dicabut,Peraturan Badan Nasional Penanggulangan Bencana Nomor 1 Tahun 2021
D0439,"Peraturan Badan Nasional Penanggulangan Bencana Nomor 5 Tahun 2014,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,5,2014,Dicabut,Peraturan Badan Nasional Penanggulangan Bencana Nomor 1 Tahun 2021
D0440,"Peraturan Badan Meteorologi,Klimatologi,dan Geofisika Nomor 2 Tahun 2014,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,2,2014,Berlaku,
D0441,"Peraturan Arsip Nasional Nomor 1 Tahun 2014,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,1,2014,Berlaku,
D0442,"Peraturan Badan Narkotika Nasional Nomor 9 Tahun 2014,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,9,2014,Berlaku,
D0443,"Peraturan Arsip Nasional Nomor 3 Tahun 2014,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,3,2014,Berlaku,
D0444,"Peraturan Arsip Nasional Nomor 4 Tahun 2014,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,4,2014,Berlaku,
D0445,"Peraturan Arsip Nasional Nomor 11 Tahun 2014,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,11,2014,Berlaku,
D0446,"Peraturan Arsip Nasional Nomor 16 Tahun 2014,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,16,2014,Dicabut,Peraturan Arsip Nasional Nomor 6 Tahun 2022
D0447,"Peraturan Arsip Nasional Nomor 2 Tahun 2014,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,2,2014,Berlaku,
D0448,"Peraturan Arsip Nasional Nomor 10 Tahun 2014,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,10,2014,Dicabut,Peraturan Arsip Nasional Nomor 10 Tahun 2016
D0449,"Peraturan Arsip Nasional Nomor 12 Tahun 2014,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,12,2014,Berlaku,
D0450,"Peraturan Arsip Nasional Nomor 13 Tahun 2014,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,13,2014,Berlaku,
D0451,"Peraturan Arsip Nasional Nomor 14 Tahun 2014,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,14,2014,Dicabut,Peraturan Arsip Nasional Nomor 6 Tahun 2022
D0452,"Peraturan Arsip Nasional Nomor 17 Tahun 2014,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,17,2014,Berlaku,
D0453,"Peraturan Arsip Nasional Nomor 18 Tahun 2014,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,18,2014,Berlaku,
